번호,인허가일자,소재지전체주소,도로명전체주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,영업장주변구분명
356,19910814,서울특별시 양천구 목동 802-1번지 ,서울특별시 양천구 목동중앙로1길 11 (목동),서정갈비,한식,188174.927810336    ,447688.429398328    ,한식,주택가주변
357,19910813,서울특별시 동작구 신대방동 565 우성아파트 ,"서울특별시 동작구 여의대방로 22, 지하1층 (신대방동, 우성아파트)",섬마을일식식당,일식,192113.200600983    ,443344.373525343    ,일식,아파트지역
358,19910813,"서울특별시 구로구 가리봉동 107-30번지 45,52호","서울특별시 구로구 디지털로27길 97-1, 45,52호 (가리봉동)",파트너호프,호프/통닭,190089.234540701    ,442470.600460727    ,호프/통닭,기타
359,19910813,서울특별시 은평구 녹번동 185번지 지하1층 ,"서울특별시 은평구 은평로 185, 지하1층 (녹번동)",우주미,한식,193594.424351521    ,455521.397189509    ,한식,주택가주변
360,19910812,서울특별시 강남구 역삼동 677-15번지 ,서울특별시 강남구 테헤란로37길 13-7 (역삼동),진수사,일식,203476.078994972    ,444511.20540085     ,일식,유흥업소밀집지역
361,19910810,서울특별시 강남구 논현동 70-0번지 ,서울특별시 강남구 언주로147길 9 (논현동),(주)예,일식,202908.402117164    ,446403.167252803    ,일식,주택가주변
362,19910810,서울특별시 구로구 구로동 486-44 ,서울특별시 구로구 구로동로 211 (구로동),오양분식 김밥천국,분식,189521.979850589    ,443927.49056577     ,분식,주택가주변
363,19910810,서울특별시 중랑구 면목동 501-2번지 ,서울특별시 중랑구 면목로57길 5 (면목동),섬마을홍어집,한식,207699.882047018    ,453586.393799192    ,한식,주택가주변
364,19910809,서울특별시 영등포구 여의도동 14-11번지 대하빌딩 지하동    5호,"서울특별시 영등포구 국회대로70길 19, 지하동    5호 (여의도동,대하빌딩)",혼복집,한식,192931.446800396    ,447446.454692463    ,한식,기타
365,19910808,서울특별시 동작구 신대방동 345-1번지 ,서울특별시 동작구 보라매로 92 (신대방동),러브이즈,정종/대포집/소주방,193582.97379671     ,443921.190735193    ,정종/대포집/소주방,주택가주변
366,19910807,서울특별시 성북구 정릉동 141-9번지 ,서울특별시 성북구 정릉로26길 58 (정릉동),우리집양념통닭,통닭(치킨),201066.229253169    ,455606.644893641    ,통닭(치킨),학교정화(상대)
367,19910807,서울특별시 종로구 숭인동 1416-0번지 ,서울특별시 종로구 종로66길 21 (숭인동),시골장터,분식,201876.090422135    ,452396.747746003    ,분식,기타
368,19910806,서울특별시 강남구 역삼동 636-15번지 ,서울특별시 강남구 강남대로94길 59 (역삼동),신촌설렁탕(역삼점),한식,202766.790145924    ,444274.580751513    ,한식,주택가주변
369,19910806,서울특별시 동작구 노량진동 85-37 ,서울특별시 동작구 노량진로14가길 16 (노량진동),고바우,한식,194932.503285525    ,445598.274408081    ,한식,주택가주변
370,19910803,서울특별시 중구 신당동 365-14번지 2층 ,"서울특별시 중구 다산로 99 (신당동, 2층)",시골밥상,기타,200745.768108411    ,450106.383940433    ,기타,기타
371,19910802,서울특별시 송파구 잠실동 196-4번지 ,서울특별시 송파구 백제고분로 83 (잠실동),대호갈비,한식,206944.852691978    ,445247.986209965    ,한식,주택가주변
372,19910802,서울특별시 강남구 개포동 1184-1번지 ,서울특별시 강남구 논현로10길 26 (개포동),피자노베,분식,204412.63500193     ,441401.406666295    ,분식,주택가주변
373,19910802,서울특별시 서초구 잠원동 15-10 라성빌딩 1층 ,"서울특별시 서초구 나루터로 59, 라성빌딩 1층 (잠원동)",취향,중국식,201385.759942087    ,445902.261679056    ,중국식,기타
374,19910802,서울특별시 관악구 신림동 1640-44번지 지상2층 ,"서울특별시 관악구 신림로 323, 2층 (신림동)",펀비어킹2(FUN BEER KING),한식,193689.05553933     ,442353.692051314    ,한식,유흥업소밀집지역
375,19910802,서울특별시 구로구 구로동 313-11번지 12 ,서울특별시 구로구 구로동로26길 121 (구로동),현정이네 토종순대국,한식,190275.463824904    ,443099.812023588    ,한식,기타
376,19910801,서울특별시 강남구 삼성동 169-6번지 ,서울특별시 강남구 테헤란로103길 10 (삼성동),동강,중국식,205625.273863868    ,445333.517533577    ,중국식,기타
377,19910801,"서울특별시 서초구 서초동 1365 임병주 산동칼국수 2층, 3층 ","서울특별시 서초구 강남대로37길 65, 임병주 산동칼국수 2층,3층 (서초동)",임병주 산동칼국수,한식,202586.836934047    ,442486.990779385    ,한식,주택가주변
378,19910801,서울특별시 강서구 염창동 272-8번지 (지상 2층) ,"서울특별시 강서구 공항대로65길 1-5, 2층 (염창동)",돌쇠감자탕순대국,한식,188183.956912893    ,449802.000149174    ,한식,주택가주변
379,19910731,서울특별시 강동구 성내동 550-10번지 ,서울특별시 강동구 성내로8길 9-11 (성내동),제주깜돈,한식,210898.779518216    ,447410.987547404    ,한식,주택가주변
380,19910731,서울특별시 금천구 독산동 144-11번지 ,"서울특별시 금천구 시흥대로149길 10, 지상1층 (독산동)",창희네분식,한식,190833.787608294    ,441536.807584375    ,한식,주택가주변
381,19910731,서울특별시 용산구 갈월동 69-19 (지상2층) ,"서울특별시 용산구 한강대로87길 7 (갈월동,(지상2층))",만원수산종합어시장,기타,197424.532156347    ,449092.911004987    ,기타,기타
382,19910730,서울특별시 강동구 성내동 439-23번지 ,서울특별시 강동구 양재대로89가길 38 (성내동),해촌식당,한식,211792.94940165     ,446975.489394196    ,한식,주택가주변
383,19910730,서울특별시 강남구 대치동 912-24번지 ,서울특별시 강남구 삼성로 347 (대치동),멕시칸,분식,205107.9646398      ,444482.172424833    ,분식,기타
384,19910730,서울특별시 서대문구 창천동 52-44 1층 ,"서울특별시 서대문구 연세로9길 19, 1층 (창천동)",착한곱창,한식,194247.271219392    ,450682.843586254    ,한식,주택가주변
385,19910730,서울특별시 성북구 장위동 66-289 ,서울특별시 성북구 돌곶이로27길 48 (장위동),바니양념통닭,통닭(치킨),204613.897617091    ,456540.845834165    ,통닭(치킨),주택가주변
386,19910729,서울특별시 서초구 서초동 1658-6번지 ,서울특별시 서초구 서초중앙로20길 15 (서초동),김밥까페,한식,201244.151652656    ,443352.654256396    ,한식,주택가주변
387,19910729,서울특별시 동대문구 회기동 75번지 ,서울특별시 동대문구 이문로 17-26 (회기동),안씨네원조쭈꾸미,한식,204760.474543048    ,454194.572040481    ,한식,주택가주변
388,19910729,서울특별시 종로구 인사동 79-1번지 ,,마당쓸고 돈줍고,경양식,,,경양식,기타
389,19910727,서울특별시 강남구 신사동 613-15번지 ,서울특별시 강남구 논현로176길 28 (신사동),뉴델리,경양식,202637.837457235    ,447251.926469448    ,경양식,기타
390,19910727,서울특별시 구로구 구로동 544 ,서울특별시 구로구 공원로 83 (구로동),눈꽃한우서래갈비,한식,189985.795240619    ,444608.923129115    ,한식,기타
391,19910727,서울특별시 성북구 석관동 252-5번지 ,서울특별시 성북구 돌곶이로 61 (석관동),장수토종순대국,한식,205094.612020096    ,456313.998176947    ,한식,주택가주변
392,19910727,서울특별시 중랑구 망우동 358-6번지 ,서울특별시 중랑구 용마산로 554 (망우동),사또양념치킨,통닭(치킨),208827.028317555    ,455349.143550112    ,통닭(치킨),기타
393,19910726,서울특별시 강남구 도곡동 419-9번지 ,"서울특별시 강남구 논현로38길 46-3, 지상1층,2층 (도곡동)",도곡원,중국식,203950.498101155    ,442599.996307638    ,중국식,기타
394,19910726,"서울특별시 서초구 서초동 1603-67번지 1층 104, 105호","서울특별시 서초구 효령로 303, 1층 104,105호 (서초동)",강구항 을지로 골뱅이,호프/통닭,201461.469611461    ,442591.434219772    ,호프/통닭,주택가주변
395,19910726,서울특별시 구로구 구로동 40-3번지 ,서울특별시 구로구 공원로6나길 12 (구로동),투다리,통닭(치킨),190273.135297563    ,444612.126982059    ,통닭(치킨),기타
396,19910725,서울특별시 중랑구 묵동 238-125번지 ,서울특별시 중랑구 동일로163길 8 (묵동),지리산청정흑돼지,한식,206718.426893786    ,456653.533944646    ,한식,주택가주변
397,19910724,서울특별시 용산구 청파동3가 24-71번지 ,서울특별시 용산구 청파로45길 18 (청파동3가),까치네분식,분식,197250.00333981     ,449134.22574376     ,분식,학교정화(상대)
398,19910724,서울특별시 종로구 낙원동 225번지 (지상1층) ,"서울특별시 종로구 수표로 121-1 (낙원동,(지상1층))",만복국수 종로3가점,분식,198939.59376248     ,452197.789326773    ,분식,기타
399,19910723,서울특별시 강남구 신사동 664-0 ,서울특별시 강남구 압구정로 344 (신사동),영양센타압구정점,분식,203453.145266765    ,447272.66608524     ,분식,주택가주변
400,19910723,서울특별시 금천구 시흥동 984-0번지 ,서울특별시 금천구 시흥대로 97 (시흥동),공구식당,한식,191226.287379467    ,437914.06299827     ,한식,기타
401,19910723,서울특별시 강북구 수유동 391-1번지 ,서울특별시 강북구 삼각산로 102 (수유동),탕가네 생고기 김치찌개,일식,201300.100953037    ,459790.665367196    ,일식,기타
402,19910723,서울특별시 광진구 구의동 594-3번지 ,서울특별시 광진구 구의강변로 48 (구의동),디오니스(강변점),호프/통닭,208071.136013024    ,448101.266571704    ,호프/통닭,주택가주변
403,19910722,"서울특별시 구로구 구로동 685-448번지 ,449 ","서울특별시 구로구 구일로4길 30 (구로동,,449)",차림,한식,188999.735767494    ,443303.671762993    ,한식,기타
404,19910720,서울특별시 강동구 명일동 312-61번지 ,서울특별시 강동구 양재대로145길 11 (명일동),산골닭갈비,한식,212597.627335087    ,449960.01728049     ,한식,주택가주변
405,19910720,서울특별시 영등포구 여의도동 40-0번지 장미상가 1층 ,"서울특별시 영등포구 국제금융로7길 32 (여의도동, 장미상가 1층)",비비큐(BBQ)여의도점,호프/통닭,194118.138008329    ,446801.632160863    ,호프/통닭,기타
406,19910720,서울특별시 강북구 수유동 182-44 ,서울특별시 강북구 한천로150길 6 (수유동),부뚜막애 순두부(수유점),한식,201972.042985892    ,460077.275359958    ,한식,기타
407,19910719,서울특별시 중구 중림동 149-0번지 ,서울특별시 중구 서소문로6길 34 (중림동),옥산정,한식,197037.368787577    ,450812.939747734    ,한식,아파트지역
408,19910718,서울특별시 서대문구 충정로2가 69-32 ,서울특별시 서대문구 경기대로9길 5 (충정로2가),사랑채분식,분식,196704.073968317    ,451357.851212211    ,분식,기타
409,19910718,서울특별시 강북구 수유동 177-39 ,서울특별시 강북구 한천로 1052 (수유동),삼천포식당,한식,202201.007205224    ,459851.704668112    ,한식,주택가주변
410,19910718,서울특별시 동대문구 이문동 264-407 ,서울특별시 동대문구 천장산로7길 56 (이문동),그집,한식,204760.907971497    ,455110.802018245    ,한식,학교정화(상대)
411,19910718,서울특별시 광진구 자양동 221-1번지 ,서울특별시 광진구 아차산로 344 (자양동),지리산생소금구이,한식,207082.107424701    ,448299.458969299    ,한식,주택가주변
412,19910718,서울특별시 종로구 연건동 190-10번지 ,서울특별시 종로구 대학로 48-11 (연건동),효제,한식,200154.871292719    ,452602.316228527    ,한식,기타
413,19910716,서울특별시 강동구 상일동 287-5 ,"서울특별시 강동구 천호대로219다길 7-21, 102호 (상일동)",상일포차,호프/통닭,215007.761824493    ,449368.117049115    ,호프/통닭,학교정화(상대)
414,19910716,서울특별시 강남구 역삼동 817-8번지 ,서울특별시 강남구 테헤란로1길 28-1 (역삼동),야다이,한식,202375.654959939    ,444236.119320832    ,한식,주택가주변
415,19910716,서울특별시 구로구 신도림동 281-47번지 ,서울특별시 구로구 신도림로11라길 59-12 (신도림동),진영식당,한식,189311.540370934    ,445520.383448271    ,한식,주택가주변
416,19910715,서울특별시 서초구 서초동 1550-2번지 (1층) ,서울특별시 서초구 반포대로26길 1 (서초동),정수산회 오징어,한식,200767.55837167     ,443101.577546134    ,한식,주택가주변
417,19910713,서울특별시 강동구 천호동 287-13 동완빌딩 ,"서울특별시 강동구 올림픽로 754, 동완빌딩 1층 (천호동)",무아지돈,한식,211167.433404401    ,449580.788209948    ,한식,기타
418,19910712,서울특별시 강남구 대치동 903-3 ,서울특별시 강남구 역삼로 453 (대치동),남산희래등,중국식,204948.439650854    ,444498.364663631    ,중국식,기타
419,19910712,"서울특별시 서초구 우면동 8-4 ,5 ","서울특별시 서초구 바우뫼로6길 46 (우면동,,5)",쏭쏭루,중국식,202345.105478333    ,440743.388496514    ,중국식,기타
420,19910712,서울특별시 동작구 노량진동 233-12 ,서울특별시 동작구 장승배기로 139 (노량진동),포대포소금구이,한식,194621.976454516    ,445308.105472377    ,한식,주택가주변
421,19910712,서울특별시 영등포구 여의도동 34-2번지 부국증권지하1층 ,"서울특별시 영등포구 국제금융로6길 17 (여의도동,부국증권지하1층)",이태원천상동여의도점,일식,193573.052517915    ,446625.736028261    ,일식,기타
422,19910712,서울특별시 금천구 시흥동 881-43번지 지상1층 ,"서울특별시 금천구 시흥대로64길 4 (시흥동, 지상1층)",곰비 임비,호프/통닭,191196.941666383    ,439261.70857801     ,호프/통닭,기타
