번호,인허가일자,소재지전체주소,도로명전체주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,영업장주변구분명
425,19910711,서울특별시 구로구 개봉동 203-14 ,서울특별시 구로구 남부순환로95길 8-3 (개봉동),진성,한식,187371.601542513    ,443546.491924528    ,한식,주택가주변
426,19910711,서울특별시 강서구 염창동 249-3번지 ,서울특별시 강서구 양천로 691-11 (염창동),장터국수,한식,188744.939051105    ,449843.720264017    ,한식,주택가주변
427,19910711,서울특별시 양천구 목동 722-2 1층 ,"서울특별시 양천구 목동중앙남로11길 29, 1층 (목동)",아하 멕시칸치킨,통닭(치킨),187931.482019672    ,448543.852499983    ,통닭(치킨),주택가주변
428,19910711,서울특별시 서대문구 홍은동 48-376번지 ,서울특별시 서대문구 세검정로1길 11-1 (홍은동),천하제일 오유택 족발 보쌈 본점,분식,194842.122187464    ,454434.027199084    ,분식,기타
429,19910710,"서울특별시 서초구 잠원동 75-13 지하1층 15,16, 17호","서울특별시 서초구 신반포로 165, 반포쇼핑타운 지하1층 15,16,17호 (잠원동)",여우술상,한식,200101.113207955    ,444828.436476507    ,한식,아파트지역
430,19910710,서울특별시 금천구 시흥동 261-1 지상2층 ,"서울특별시 금천구 금하로 733 (시흥동,지상2층)",무등골,경양식,192089.90276324     ,438719.225246658    ,경양식,기타
431,19910710,서울특별시 종로구 내수동 153번지 ,,한성집,한식,,,한식,기타
432,19910710,서울특별시 종로구 명륜3가 53-0번지 ,,명륜 쭈꾸미,한식,199554.074424085    ,453721.462706742    ,한식,기타
433,19910709,서울특별시 영등포구 당산동6가 314-0번지 1층 2호 ,"서울특별시 영등포구 당산로47길 8 (당산동6가, 1층 2호)",미각,한식,191270.64001553     ,448081.078279985    ,한식,기타
434,19910709,서울특별시 강서구 화곡동 70-60번지 (지상 1층) ,"서울특별시 강서구 초록마을로 10-1, 1층 (화곡동, 본동)",원조마산아구,한식,186264.920811679    ,449152.628569166    ,한식,주택가주변
435,19910708,서울특별시 용산구 동자동 12번지 게이트웨이타워 1층 103(B) ,"서울특별시 용산구 후암로 107 (동자동,게이트웨이타워 1층 103(B))",교동짬뽕,한식,197593.304078325    ,450126.951675139    ,한식,기타
436,19910706,"서울특별시 서초구 서초동 1451-38 1층, 정주빌딩 ","서울특별시 서초구 반포대로 20, 1층 (서초동)",요요마의 키친,한식,201049.231681045    ,442252.224402973    ,한식,주택가주변
437,19910705,서울특별시 마포구 동교동 161-18번지 ,"서울특별시 마포구 동교로 174-2 (동교동, 1층)",옹달샘(동교점),한식,193052.24107600000  ,450733.36521700000  ,한식,주택가주변
438,19910705,서울특별시 강북구 수유동 191-59 ,서울특별시 강북구 한천로139길 35 (수유동),예성식당,한식,202164.753702303    ,459593.308402261    ,한식,유흥업소밀집지역
439,19910705,서울특별시 종로구 세종로 200-0번지 ,서울특별시 종로구 세종대로 161 (세종로),애드,분식,197836.587371411    ,452046.256276552    ,분식,기타
440,19910704,서울특별시 영등포구 당산동3가 234-2 ,서울특별시 영등포구 국회대로34길 20 (당산동3가),역전할머니맥주 영등포구청점,호프/통닭,190837.441430899    ,447073.477225116    ,호프/통닭,기타
441,19910704,서울특별시 성북구 장위동 63-107번지 ,서울특별시 성북구 화랑로 255-3 (장위동),무교동낙지.해초나라,한식,204999.73008108     ,456571.631071639    ,한식,주택가주변
442,19910704,서울특별시 동대문구 신설동 93-19번지 (새말길28) ,"서울특별시 동대문구 하정로 22 (신설동,(새말길28))",신남원추어탕,한식,202312.383942934    ,452298.533017825    ,한식,주택가주변
443,19910704,서울특별시 광진구 자양동 583-9번지 ,서울특별시 광진구 자양번영로 25-1 (자양동),평창냉면,한식,206556.516604519    ,447751.987106916    ,한식,주택가주변
444,19910704,서울특별시 종로구 낙원동 59-4번지 지상1층 ,"서울특별시 종로구 삼일대로28길 12 (낙원동,지상1층)",어심,기타,198927.266407644    ,452352.097462562    ,기타,기타
445,19910703,서울특별시 송파구 가락동 90-3번지 ,서울특별시 송파구 중대로9길 43-4 (가락동),비비큐,통닭(치킨),210420.930648107    ,443887.736713097    ,통닭(치킨),주택가주변
446,19910703,서울특별시 서초구 서초동 1588-8 104호,"서울특별시 서초구 효령로55길 15, 104호 (서초동)",생활맥주,호프/통닭,201188.921252954    ,442592.594826449    ,호프/통닭,주택가주변
447,19910703,서울특별시 중랑구 상봉동 90-50번지 ,서울특별시 중랑구 망우로50길 36 (상봉동),동네술집,정종/대포집/소주방,207809.002105445    ,454804.448620037    ,정종/대포집/소주방,기타
448,19910702,서울특별시 강남구 역삼동 732-18번지 ,서울특별시 강남구 역삼로 247 (역삼동),향토통닭구이,한식,203745.852515194    ,443975.59139066     ,한식,주택가주변
449,19910702,서울특별시 종로구 창신동 696-1 ,서울특별시 종로구 종로 289 (창신동),빽다방 동대문역점,기타,200811.925354029    ,452162.569488435    ,기타,기타
450,19910701,서울특별시 강남구 논현동 163-14 ,"서울특별시 강남구 학동로2길 57, 지상1층,2층 (논현동)",옛날농장,한식,202044.208206356    ,445082.996378045    ,한식,유흥업소밀집지역
451,19910701,서울특별시 서초구 서초동 1359-45 ,서울특별시 서초구 남부순환로347길 59 (서초동),보배호프,호프/통닭,202649.354882172    ,442755.757160688    ,호프/통닭,주택가주변
452,19910701,서울특별시 동대문구 제기동 1159-0번지 (방아다리길 105) ,"서울특별시 동대문구 정릉천동로 149 (제기동,(방아다리길 105))",돌솥밥기사식당,한식,203154.381825241    ,453695.542289875    ,한식,기타
453,19910629,서울특별시 중랑구 망우동 490-26번지 지상1층 ,"서울특별시 중랑구 용마산로115길 60, 1층 (망우동)",꾸이꾸이껍데기,한식,208490.902419723    ,455144.550676291    ,한식,기타
454,19910628,서울특별시 구로구 구로동 111-41번지 ,서울특별시 구로구 구로중앙로28길 59 (구로동),동동이네,분식,190079.755229599    ,444239.256426844    ,분식,기타
455,19910628,서울특별시 강북구 수유동 279-90 1층 ,서울특별시 강북구 한천로 1173 (수유동),수작,한식,201272.270357071    ,460614.717300913    ,한식,주택가주변
456,19910627,서울특별시 서대문구 북아현동 134-5번지 (지하1층) ,"서울특별시 서대문구 북아현로2안길 8 (북아현동,(지하1층))",세상이야기,분식,196113.499202442    ,450652.882447285    ,분식,주택가주변
457,19910627,서울특별시 은평구 대조동 3-47번지 1층 ,"서울특별시 은평구 통일로69길 10, 1층 (대조동)",마포소금구이,한식,193520.909477666    ,456595.572714336    ,한식,주택가주변
458,19910627,서울특별시 동대문구 이문동 305-132 ,서울특별시 동대문구 휘경로 22 (이문동),탐호프레스토랑,경양식,205431.709616765    ,454780.380299911    ,경양식,학교정화(상대)
459,19910626,서울특별시 서초구 서초동 1444-20 ,서울특별시 서초구 서초중앙로2길 37 (서초동),카페라리,한식,201644.740351725    ,442443.565032028    ,한식,주택가주변
460,19910626,서울특별시 강서구 방화동 612-174번지 ,서울특별시 강서구 방화동로5길 15 (방화동),초가집,한식,183141.997552054    ,451337.135351265    ,한식,주택가주변
461,19910626,서울특별시 광진구 중곡동 210-1 ,서울특별시 광진구 면목로 191 (중곡동),명가순대국,한식,207267.008256458    ,452005.004881333    ,한식,주택가주변
462,19910626,서울특별시 중구 수표동 69-0번지 ,,만나분식,분식,,,분식,유흥업소밀집지역
463,19910625,서울특별시 서초구 양재동 332-11번지 2층 ,"서울특별시 서초구 동산로2길 17, 2층 (양재동)",화일명가 1호점,한식,203661.751561536    ,440773.646719451    ,한식,주택가주변
464,19910625,"서울특별시 서초구 방배동 910-7 ,17호 지하1층 ","서울특별시 서초구 방배로 83-14, 지하1층 (방배동)",신 맥덕,한식,199619.773162086    ,442238.34144367     ,한식,주택가주변
465,19910625,서울특별시 동작구 신대방동 692-63번지 ,서울특별시 동작구 대림로 8 (신대방동),할매 순대국,탕류(보신용),192165.059933264    ,442830.803973872    ,탕류(보신용),주택가주변
466,19910625,서울특별시 서대문구 홍은동 48-152 ,"서울특별시 서대문구 세검정로1길 19, 1층 (홍은동)",인순이네 집밥,한식,194880.183161819    ,454461.715173815    ,한식,기타
467,19910625,서울특별시 은평구 갈현동 489-7번지 ,서울특별시 은평구 연서로17길 39-1 (갈현동),태능숯불갈비 감자탕,한식,192264.183473004    ,456822.070597136    ,한식,주택가주변
468,19910625,서울특별시 도봉구 쌍문동 672-0번지 ,서울특별시 도봉구 도봉로129길 23 (쌍문동),명품한우,식육(숯불구이),203195.085413643    ,461428.408681636    ,식육(숯불구이),주택가주변
469,19910624,서울특별시 강남구 논현동 64-0번지 ,서울특별시 강남구 도산대로34길 11 (논현동),삼호짱뚱이,한식,202674.754501801    ,446377.23539941     ,한식,기타
470,19910624,서울특별시 영등포구 도림동 76-24번지 ,서울특별시 영등포구 도신로 145 (도림동),전주식당,한식,191766.56421471     ,445278.73404226     ,한식,주택가주변
471,19910621,서울특별시 송파구 문정동 산 20-7번지 ,서울특별시 송파구 동남로 30-45 (문정동),명월식당,분식,,,분식,주택가주변
472,19910621,서울특별시 서초구 서초동 1309-5번지 대원빌딩 2층 ,"서울특별시 서초구 서초대로73길 50, 2층 (서초동, 대원빌딩)",강남반점,중국식,202054.944426537    ,444385.527992329    ,중국식,주택가주변
473,19910621,서울특별시 서대문구 남가좌동 347-1 ,서울특별시 서대문구 증가로 135 (남가좌동),페리카나,분식,193078.155995039    ,452788.451574021    ,분식,주택가주변
474,19910621,서울특별시 서대문구 홍은동 427-4 (지상1층) ,"서울특별시 서대문구 모래내로 364 (홍은동,(지상1층))",페리카나,통닭(치킨),194323.087613998    ,453288.060642666    ,통닭(치킨),기타
475,19910619,서울특별시 서초구 서초동 1557-22 지하1층 ,"서울특별시 서초구 서초대로48길 32, 지하1층 (서초동)",큰집포항물회,한식,200963.016786783    ,443245.396477687    ,한식,주택가주변
476,19910619,서울특별시 동작구 노량진동 125-14 ,서울특별시 동작구 만양로14가길 18 (노량진동),우리 학사주점,한식,195082.535488538    ,445575.953796643    ,한식,주택가주변
477,19910619,서울특별시 영등포구 신길동 163-5번지 ,서울특별시 영등포구 도신로 231-2 (신길동),신토불이,분식,192564.602499584    ,445588.495080839    ,분식,주택가주변
478,19910619,서울특별시 구로구 온수동 44-1 동진상가 B6호,"서울특별시 구로구 경인로 31-10, B6호 (온수동, 동진상가)",온수본가,한식,184490.087831918    ,443212.639280936    ,한식,아파트지역
479,19910619,서울특별시 서대문구 홍제동 168-2번지 ,서울특별시 서대문구 통일로 427 (홍제동),자매식당,한식,195122.18776582     ,453876.905732314    ,한식,기타
480,19910619,서울특별시 서대문구 홍제동 266-76번지 ,"서울특별시 서대문구 세검정로 34, 1층 (홍제동)",비사벌 전주 콩나물 국밥,한식,195078.59672449     ,454370.925646026    ,한식,기타
481,19910619,서울특별시 도봉구 쌍문동 100-26 ,서울특별시 도봉구 노해로60길 104 (쌍문동),오븐마루,통닭(치킨),202802.48574175     ,460515.220318355    ,통닭(치킨),주택가주변
482,19910618,서울특별시 강남구 역삼동 830-29번지 1층 ,"서울특별시 강남구 역삼로3길 10-1 (역삼동,1층)",감나무집,한식,202741.453988704    ,443569.586840121    ,한식,기타
483,19910618,서울특별시 관악구 신림동 1432-111 ,서울특별시 관악구 신림로65길 24 (신림동),하나감자탕,한식,193580.454854215    ,442549.18792415     ,한식,유흥업소밀집지역
484,19910618,서울특별시 중구 태평로1가 25-2 ,"서울특별시 중구 세종대로 124, 20층 (태평로1가)",프레스쎈타캐더링,출장조리,198004.736543505    ,451693.942637865    ,출장조리,기타
485,19910618,서울특별시 중구 장충동2가 39-0번지 ,서울특별시 중구 동호로30길 37 (장충동2가),맹산집,한식,200374.484569381    ,450990.26922839     ,한식,기타
486,19910617,서울특별시 금천구 가산동 51-2 ,서울특별시 금천구 벚꽃로 298 (가산동),장수식당,한식,189662.959175776    ,442139.514492212    ,한식,기타
487,19910617,서울특별시 금천구 가산동 42-18번지 ,서울특별시 금천구 벚꽃로 310 (가산동),멕켄치킨,호프/통닭,189581.514157929    ,442219.292287547    ,호프/통닭,기타
488,19910617,서울특별시 동대문구 답십리동 488-49번지 ,"서울특별시 동대문구 전농로2길 3, 1층 (답십리동)",대광반점,중국식,204966.757179026    ,451623.006499016    ,중국식,주택가주변
489,19910616,서울특별시 서초구 양재동 202 외 3필지 더케이서울호텔 2층 ,"서울특별시 서초구 바우뫼로12길 70, 2층 (양재동, 더케이서울호텔)",The Park(뷔페식당),경양식,202833.261653939    ,440511.561175378    ,경양식,주택가주변
490,19910615,서울특별시 송파구 마천동 38-8번지 ,서울특별시 송파구 성내천로22길 16 (마천동),용문각,중국식,212886.909452673    ,444164.775646075    ,중국식,주택가주변
491,19910615,서울특별시 송파구 삼전동 105-12 지상1층 ,"서울특별시 송파구 백제고분로27길 18, 지상1층 (삼전동)",명가식당,한식,208180.274457128    ,444720.120286369    ,한식,주택가주변
492,19910615,서울특별시 서대문구 창천동 52-77번지 ,서울특별시 서대문구 연세로7길 34-6 (창천동),비틀즈,경양식,194192.819888681    ,450632.587821776    ,경양식,유흥업소밀집지역
493,19910615,서울특별시 광진구 구의동 243-6번지 거송빌딩 ,"서울특별시 광진구 자양로18길 56, 거송빌딩 2층 (구의동)",의정부정통부대찌개,한식,207591.228141729    ,448415.485656199    ,한식,주택가주변
494,19910615,서울특별시 광진구 중곡동 35-1번지 ,서울특별시 광진구 능동로48가길 36 (중곡동),엠비에프(MBF),호프/통닭,207527.074457909    ,451226.964646793    ,호프/통닭,주택가주변
495,19910614,서울특별시 송파구 가락동 160-7 ,서울특별시 송파구 중대로 220 (가락동),맥켄치킨,분식,211232.555007096    ,444337.782106515    ,분식,주택가주변
496,19910614,서울특별시 용산구 이태원동 132-8번지 (지하1층) ,"서울특별시 용산구 우사단로 33 (이태원동,(지하1층))",보라보라,경양식,199522.944931463    ,447884.690642392    ,경양식,유흥업소밀집지역
497,19910614,서울특별시 중구 순화동 215 ,"서울특별시 중구 통일로 86, 2층 201호 (순화동)",하동,한식,197249.357745588    ,451208.560235989    ,한식,기타
498,19910613,서울특별시 강동구 둔촌동 59-9 ,서울특별시 강동구 명일로 167 (둔촌동),투다리,한식,212705.488431864    ,447969.820946473    ,한식,아파트지역
499,19910612,서울특별시 서대문구 북가좌동 107-1 ,,페리카나치킨,분식,,,분식,주택가주변
500,19910611,서울특별시 서초구 서초동 1577-1 1층 ,"서울특별시 서초구 서초대로46길 106, 1층 (서초동)",교대 오리사냥,한식,201152.515809218    ,443090.498887267    ,한식,주택가주변
501,19910611,서울특별시 동작구 흑석동 207-1 ,서울특별시 동작구 흑석로6가길 1 (흑석동),차돌이,분식,196123.24668445     ,444897.953943258    ,분식,주택가주변
502,19910610,서울특별시 영등포구 대림동 858-24번지 지상1층 ,"서울특별시 영등포구 대림로16길 3 (대림동,지상1층)",다원외식산업(다원SF산업),출장조리,191273.032242685    ,443392.191454623    ,출장조리,주택가주변
503,19910610,서울특별시 중랑구 면목동 502-2번지 ,서울특별시 중랑구 면목로 373 (면목동),장수마을,한식,207719.850156727    ,453676.29392157     ,한식,주택가주변
504,19910610,서울특별시 종로구 명륜2가 27-5번지 ,서울특별시 종로구 창경궁로34길 24-5 (명륜2가),오디션 실내포차,한식,200005.014456241    ,453502.335916221    ,한식,기타
505,19910607,서울특별시 영등포구 당산동5가 14-3번지 지하1층 ,"서울특별시 영등포구 당산로 217, 지하1층 (당산동5가)",링크바,경양식,191197.344056617    ,447901.273496265    ,경양식,기타
506,19910607,서울특별시 영등포구 도림동 90-6번지 ,서울특별시 영등포구 영신로1길 23 (도림동),덕수관,분식,191792.487984828    ,445400.573081186    ,분식,주택가주변
507,19910607,서울특별시 광진구 구의동 231-7번지 ,서울특별시 광진구 광나루로40길 30 (구의동),새싹김밥,분식,207811.529806984    ,449028.693320046    ,분식,주택가주변
508,19910607,서울특별시 광진구 구의동 229-2번지 ,서울특별시 광진구 구의로 73 (구의동),북경루,중국식,207916.510698893    ,449136.915963268    ,중국식,주택가주변
509,19910607,서울특별시 성동구 성수동2가 314-6번지 ,서울특별시 성동구 아차산로 96 (성수동2가),천수곱창,한식,204762.18272976     ,449148.896432559    ,한식,주택가주변
510,19910605,서울특별시 강동구 천호동 415-23 ,서울특별시 강동구 올림픽로70길 43 (천호동),봉구통닭,한식,211078.323395887    ,448580.727728538    ,한식,기타
511,19910605,서울특별시 서초구 양재동 202 외 3필지 더케이서울호텔 1층 ,"서울특별시 서초구 바우뫼로12길 70, 1층 (양재동, 더케이서울호텔)",더케이호텔서울 우첼로,경양식,202833.261653939    ,440511.561175378    ,경양식,주택가주변
512,19910605,서울특별시 마포구 동교동 163-7 ,"서울특별시 마포구 어울마당로 111 (동교동, 1층)",홍대제면소,분식,193104.45922941     ,450289.342092088    ,분식,주택가주변
513,19910604,서울특별시 서초구 서초동 1690-3 ,서울특별시 서초구 서초대로 327 (서초동),토담,한식,201458.523198153    ,443646.715831182    ,한식,주택가주변
514,19910604,서울특별시 마포구 동교동 164-23번지 ,"서울특별시 마포구 홍익로6길 52 (동교동, 2층)",왕돈까스왕냉면,중국식,193249.939889021    ,450451.260114904    ,중국식,주택가주변
515,19910603,서울특별시 금천구 시흥동 911-1번지 지상1층 ,"서울특별시 금천구 금하로24길 3, 지상1층 (시흥동)",오징어나라,한식,191850.087957962    ,438745.580698587    ,한식,기타
516,19910603,서울특별시 구로구 구로동 726-31 ,서울특별시 구로구 구로동로23길 7 (구로동),페리카나치킨구로분점,통닭(치킨),189642.104677539    ,443084.118466928    ,통닭(치킨),기타
517,19910603,서울특별시 구로구 구로동 80-5 ,서울특별시 구로구 가마산로20길 4 (구로동),연풍삼계탕,한식,189831.579108728    ,443470.449220804    ,한식,기타
518,19910603,서울특별시 중구 주교동 276-1번지 ,서울특별시 중구 을지로27길 32 (주교동),일미식당,한식,199857.112993005    ,451771.29832459     ,한식,기타
519,19910603,서울특별시 종로구 명륜4가 121-0번지 ,서울특별시 종로구 대학로9길 19 (명륜4가),블루노트,경양식,200005.092278654    ,453246.43399897     ,경양식,주택가주변
520,19910601,서울특별시 강남구 청담동 49-8번지 ,서울특별시 강남구 도산대로 514 (청담동),선학분식,분식,204283.727260462    ,446864.739327567    ,분식,주택가주변
521,19910601,서울특별시 영등포구 영등포동3가 7-34 ,"서울특별시 영등포구 영등포로42길 6-2, 1층,2층 (영등포동3가)",태인양고기본점,한식,191686.199345218    ,446299.848362322    ,한식,
522,19910601,서울특별시 노원구 공릉동 609-17번지 ,서울특별시 노원구 동일로173가길 5 (공릉동),광성반점,분식,206422.70998366     ,457351.949998965    ,분식,주택가주변
523,19910601,서울특별시 도봉구 방학동 654-19번지 ,서울특별시 도봉구 도당로 145 (방학동),스모프치킨,통닭(치킨),203683.585701599    ,462769.316035623    ,통닭(치킨),주택가주변
524,19910601,서울특별시 성북구 정릉동 669-6번지 ,서울특별시 성북구 솔샘로1길 20 (정릉동),퍼플레인,호프/통닭,200244.021322954    ,456224.788591769    ,호프/통닭,
525,19910531,서울특별시 구로구 구로동 544-1번지 용마빌딩 1층 101호 ,"서울특별시 구로구 공원로 81 (구로동,용마빌딩 1층 101호)",우일복집,복어취급,189998.694752809    ,444585.36813806     ,복어취급,주택가주변
526,19910531,서울특별시 서대문구 남가좌동 324-6 ,서울특별시 서대문구 거북골로 21-10 (남가좌동),제주흑돼지 투접시족발 명지대점,호프/통닭,193307.610159693    ,453064.519498153    ,호프/통닭,주택가주변
527,19910531,서울특별시 동대문구 답십리동 495-1번지 동부시장1층 ,"서울특별시 동대문구 천호대로 281, 1층 (답십리동, 동부시장)",진미호프,호프/통닭,204551.741974471    ,451706.003571094    ,호프/통닭,유흥업소밀집지역
528,19910529,서울특별시 영등포구 여의도동 13-5번지 ,서울특별시 영등포구 국회대로76길 18 (여의도동),오성해물탕,한식,193057.414953819    ,447529.082521039    ,한식,기타
529,19910529,서울특별시 성북구 정릉동 160-20번지 ,서울특별시 성북구 정릉로 257 (정릉동),중화관,중국식,201042.623095569    ,455774.200016553    ,중국식,학교정화(상대)
530,19910529,서울특별시 동대문구 이문동 305-130 ,서울특별시 동대문구 휘경로2가길 4 (이문동),코로코로,한식,205322.14038567     ,454782.479766296    ,한식,기타
531,19910529,서울특별시 중구 명동2가 2-8번지 ,서울특별시 중구 명동10길 7-9 (명동2가),송탄부대찌개,한식,198671.627816451    ,451253.642525744    ,한식,기타
532,19910529,서울특별시 종로구 내자동 1-2번지 ,,아우네 집,한식,197470.775800309    ,452685.25845561     ,한식,기타
533,19910529,서울특별시 종로구 명륜4가 42-1번지 지상1층 ,"서울특별시 종로구 대명1길 13 (명륜4가,지상1층)",생맛싸먹,한식,200001.339712759    ,453409.023513849    ,한식,기타
534,19910528,서울특별시 금천구 독산동 1026-15 ,서울특별시 금천구 범안로 1249 (독산동),79황소곱창,한식,191164.270420884    ,440504.715398884    ,한식,주택가주변
535,19910528,"서울특별시 구로구 구로동 685-448 ,449  신영상가 1층 121호~126호 ","서울특별시 구로구 구일로4길 30 (구로동,,449  신영상가 1층 121호~126호)",미소야,한식,188999.735767494    ,443303.671762993    ,한식,기타
536,19910528,서울특별시 마포구 신공덕동 2-463번지 ,서울특별시 마포구 임정로 55-1 (신공덕동),신성각,중국식,196194.662319036    ,449163.500108006    ,중국식,기타
537,19910528,서울특별시 동대문구 이문동 220-179번지 1층 ,"서울특별시 동대문구 신이문로 41-1, 1층 (이문동)",치킨주막,통닭(치킨),205836.67646733     ,455651.162091866    ,통닭(치킨),기타
538,19910527,서울특별시 강서구 화곡동 371-32번지 (지상 1층) ,"서울특별시 강서구 가로공원로 198, 1층 (화곡동, 1동)",오늘 손 칼국수 앤 찜,한식,185605.518716441    ,448315.544332387    ,한식,기타
539,19910525,서울특별시 영등포구 여의도동 13-20번지 ,서울특별시 영등포구 국회대로72길 11 (여의도동),신당양곱창,한식,192934.679988733    ,447522.605711768    ,한식,기타
540,19910525,서울특별시 중랑구 중화동 306-53번지 ,서울특별시 중랑구 중랑역로 106-1 (중화동),진국감자탕,한식,206788.352048729    ,455628.594567035    ,한식,주택가주변
541,19910525,서울특별시 종로구 숭인동 125번지 ,서울특별시 종로구 종로57길 8 (숭인동),정미네 참새방앗간,한식,201428.060307191    ,452388.604645302    ,한식,기타
542,19910524,서울특별시 송파구 석촌동 4-6번지 ,서울특별시 송파구 백제고분로33길 29 (석촌동),강남맥주 석촌호수점,한식,208648.455895094    ,444791.3512776      ,한식,주택가주변
543,19910524,서울특별시 강남구 일원동 687-5번지 ,서울특별시 강남구 일원로9길 14 (일원동),제주탐하리,한식,207247.621433301    ,443043.297708093    ,한식,주택가주변
544,19910524,서울특별시 강남구 대치동 66-0번지 쌍용상가 113호,"서울특별시 강남구 영동대로 210, 113호 (대치동,쌍용상가)",장독대,한식,206228.074633143    ,443988.386409621    ,한식,아파트지역
545,19910524,서울특별시 강남구 역삼동 701번지 ,서울특별시 강남구 언주로 508 (역삼동),아띠랑스,한식,203746.537598441    ,444628.07813453     ,한식,유흥업소밀집지역
546,19910524,서울특별시 강남구 삼성동 116-0번지 ,서울특별시 강남구 봉은사로 466 (삼성동),동호치킨,분식,204415.943976695    ,445526.694467345    ,분식,기타
547,19910523,서울특별시 중랑구 면목동 68-1 ,서울특별시 중랑구 상봉로 13 (면목동),서일기사식당,한식,208253.775603589    ,453880.29967956     ,한식,주택가주변
548,19910523,서울특별시 동대문구 휘경동 281-9 ,"서울특별시 동대문구 망우로12가길 3, 1층 (휘경동)",밥은,한식,205169.737017363    ,454046.500867091    ,한식,기타
549,19910522,서울특별시 동작구 노량진동 259-12 ,서울특별시 동작구 노량진로8길 34 (노량진동),남원골 추어탕,한식,194371.945885016    ,445586.536610073    ,한식,주택가주변
550,19910522,서울특별시 영등포구 여의도동 17-20번지 원정빌딩 지하1층 ,"서울특별시 영등포구 국회대로62길 23, 지하1층 (여의도동, 원정빌딩)",서해쭈꾸미,한식,192636.733285481    ,447145.450291822    ,한식,기타
551,19910520,서울특별시 강남구 대치동 990-0 삼성상가114호 ,"서울특별시 강남구 도곡로 516 (대치동,삼성상가114호)",마왕족발,분식,205509.966459072    ,444112.266997421    ,분식,아파트지역
552,19910520,서울특별시 강남구 역삼동 677-1 ,서울특별시 강남구 언주로93길 31 (역삼동),거자필반,한식,203427.2            ,444541.315          ,한식,유흥업소밀집지역
553,19910520,서울특별시 서초구 잠원동 12-9 1층 ,"서울특별시 서초구 강남대로101길 28, 1층 (잠원동)",추억의 김밥,한식,201540.229641357    ,446105.536208478    ,한식,기타
554,19910520,서울특별시 서초구 서초동 1695-2번지 ,서울특별시 서초구 서초대로51길 16 (서초동),바다마을,일식,201208.838042892    ,443685.310246404    ,일식,주택가주변
555,19910520,서울특별시 서대문구 남가좌동 325-15번지 ,서울특별시 서대문구 증가로10길 38 (남가좌동),불곱창 마루,분식,193242.553104566    ,452951.656015739    ,분식,주택가주변
556,19910520,서울특별시 중랑구 중화동 10-13번지 ,서울특별시 중랑구 봉화산로 98 (중화동),이서방양념치킨,통닭(치킨),207463.581499552    ,455548.035046902    ,통닭(치킨),주택가주변
557,19910520,서울특별시 종로구 관훈동 30-15번지 ,서울특별시 종로구 인사동10길 11-7 (관훈동),궁안에 개성만두,한식,198633.008601125    ,452458.715787238    ,한식,기타
558,19910518,서울특별시 서대문구 북아현동 221-7 백상빌딩 1층 102호,"서울특별시 서대문구 신촌로 231, 백상빌딩 1층 102호 (북아현동)",굴레방아현황소곱창구이,한식,195643.865636259    ,450576.385496383    ,한식,주택가주변
559,19910518,서울특별시 광진구 화양동 114-5번지 ,서울특별시 광진구 능동로19길 41 (화양동),폼프리츠,한식,206247.952113584    ,449443.973239091    ,한식,주택가주변
560,19910517,서울특별시 송파구 가락동 169-0번지 ,서울특별시 송파구 오금로44나길 17 (가락동),정원 매운찜,한식,211893.41417603     ,443890.886435195    ,한식,주택가주변
561,19910517,서울특별시 송파구 송파동 59-13번지 지상1층 ,"서울특별시 송파구 오금로18길 4, 지상1층 (송파동)",부부횟집,한식,209717.432863646    ,445370.032825455    ,한식,주택가주변
562,19910517,서울특별시 강북구 미아동 776-33번지 (지상1층) ,"서울특별시 강북구 삼양로 235 (미아동,(지상1층))",동해루,중국식,201544.4255434      ,457998.159575066    ,중국식,기타
563,19910517,서울특별시 성동구 행당동 292-8번지 ,서울특별시 성동구 행당로17길 18 (행당동),행당닭한마리,한식,202879.103321888    ,450856.770272448    ,한식,주택가주변
564,19910516,서울특별시 동작구 상도동 183-13 ,서울특별시 동작구 상도로26길 12 (상도동),신방통통 낙지,한식,194489.776204905    ,444627.438524897    ,한식,주택가주변
565,19910516,서울특별시 금천구 시흥동 984번지 시흥유통상가 B동 B39호,"서울특별시 금천구 시흥대로 97, B동 B39호 (시흥동, 시흥유통상가)",명성푸드,중국식,191226.287379467    ,437914.06299827     ,중국식,기타
566,19910515,서울특별시 강남구 삼성동 165-8번지 ,서울특별시 강남구 봉은사로108길 19 (삼성동),텐텐,분식,205618.238594386    ,445731.611295055    ,분식,기타
567,19910515,서울특별시 서초구 서초동 1603-66번지 (101호) ,"서울특별시 서초구 효령로57길 4, 1층 101호 (서초동, 부속9동상가)",양계장집 아들,호프/통닭,201437.477919897    ,442585.481211577    ,호프/통닭,주택가주변
568,19910515,서울특별시 성북구 동소문동2가 22번지 ,서울특별시 성북구 동소문로6길 4 (동소문동2가),열린호프,호프/통닭,200637.903711056    ,454068.071175765    ,호프/통닭,주택가주변
569,19910514,서울특별시 강남구 역삼동 637-33번지 ,서울특별시 강남구 테헤란로19길 13 (역삼동),연탄마을,한식,202878.098426852    ,444305.101114069    ,한식,주택가주변
570,19910514,서울특별시 구로구 구로동 111-16 ,서울특별시 구로구 구로중앙로28길 65 (구로동),가족애 콩나물 국밥,한식,190107.808626149    ,444257.659441587    ,한식,기타
